,Tarifa,Estado,Municipio,Division,Anio,Mes,Cargo,Unidades,Costo
11123, PDBT,GUERRERO,TECOANAPA,CENTRO SUR,2022,FEBRERO,Variable(Energía),$/kWh,3.604
11124, PDBT,GUERRERO,TECOANAPA,CENTRO SUR,2022,MARZO,Fijo,$/mes,31.43
11125, PDBT,GUERRERO,TECOANAPA,CENTRO SUR,2022,MARZO,Variable(Energía),$/kWh,3.604
11126, PDBT,GUERRERO,TECOANAPA,CENTRO SUR,2022,ABRIL,Fijo,$/mes,31.43
11127, PDBT,GUERRERO,TECOANAPA,CENTRO SUR,2022,ABRIL,Variable(Energía),$/kWh,3.663
11128, PDBT,GUERRERO,TECOANAPA,CENTRO SUR,2022,MAYO,Fijo,$/mes,31.43
11129, PDBT,GUERRERO,TECOANAPA,CENTRO SUR,2022,MAYO,Variable(Energía),$/kWh,3.710
11130, PDBT,GUERRERO,TECOANAPA,CENTRO SUR,2022,JUNIO,Fijo,$/mes,31.43
11131, PDBT,GUERRERO,TECOANAPA,CENTRO SUR,2022,JUNIO,Variable(Energía),$/kWh,3.645
11132, PDBT,GUERRERO,TECOANAPA,CENTRO SUR,2022,JULIO,Fijo,$/mes,31.43
11133, PDBT,GUERRERO,TECOANAPA,CENTRO SUR,2022,JULIO,Variable(Energía),$/kWh,3.703
11134, PDBT,GUERRERO,TECOANAPA,CENTRO SUR,2022,AGOSTO,Fijo,$/mes,31.43
11135, PDBT,GUERRERO,TECOANAPA,CENTRO SUR,2022,AGOSTO,Variable(Energía),$/kWh,3.715
11136, PDBT,GUERRERO,TECOANAPA,CENTRO SUR,2022,SEPTIEMBRE,Fijo,$/mes,31.43
11137, PDBT,GUERRERO,TECOANAPA,CENTRO SUR,2022,SEPTIEMBRE,Variable(Energía),$/kWh,3.726
11138, PDBT,GUERRERO,TECOANAPA,CENTRO SUR,2022,OCTUBRE,Fijo,$/mes,31.43
11139, PDBT,GUERRERO,TECOANAPA,CENTRO SUR,2022,OCTUBRE,Variable(Energía),$/kWh,3.734
11140, PDBT,GUERRERO,TECPAN DE GALEANA,CENTRO SUR,2022,ENERO,Fijo,$/mes,31.43
11141, PDBT,GUERRERO,TECPAN DE GALEANA,CENTRO SUR,2022,ENERO,Variable(Energía),$/kWh,3.587
11142, PDBT,GUERRERO,TECPAN DE GALEANA,CENTRO SUR,2022,FEBRERO,Fijo,$/mes,31.43
11143, PDBT,GUERRERO,TECPAN DE GALEANA,CENTRO SUR,2022,FEBRERO,Variable(Energía),$/kWh,3.604
11144, PDBT,GUERRERO,TECPAN DE GALEANA,CENTRO SUR,2022,MARZO,Fijo,$/mes,31.43
11145, PDBT,GUERRERO,TECPAN DE GALEANA,CENTRO SUR,2022,MARZO,Variable(Energía),$/kWh,3.604
11146, PDBT,GUERRERO,TECPAN DE GALEANA,CENTRO SUR,2022,ABRIL,Fijo,$/mes,31.43
11147, PDBT,GUERRERO,TECPAN DE GALEANA,CENTRO SUR,2022,ABRIL,Variable(Energía),$/kWh,3.663
11148, PDBT,GUERRERO,TECPAN DE GALEANA,CENTRO SUR,2022,MAYO,Fijo,$/mes,31.43
11149, PDBT,GUERRERO,TECPAN DE GALEANA,CENTRO SUR,2022,MAYO,Variable(Energía),$/kWh,3.710
11150, PDBT,GUERRERO,TECPAN DE GALEANA,CENTRO SUR,2022,JUNIO,Fijo,$/mes,31.43
11151, PDBT,GUERRERO,TECPAN DE GALEANA,CENTRO SUR,2022,JUNIO,Variable(Energía),$/kWh,3.645
11152, PDBT,GUERRERO,TECPAN DE GALEANA,CENTRO SUR,2022,JULIO,Fijo,$/mes,31.43
11153, PDBT,GUERRERO,TECPAN DE GALEANA,CENTRO SUR,2022,JULIO,Variable(Energía),$/kWh,3.703
11154, PDBT,GUERRERO,TECPAN DE GALEANA,CENTRO SUR,2022,AGOSTO,Fijo,$/mes,31.43
11155, PDBT,GUERRERO,TECPAN DE GALEANA,CENTRO SUR,2022,AGOSTO,Variable(Energía),$/kWh,3.715
11156, PDBT,GUERRERO,TECPAN DE GALEANA,CENTRO SUR,2022,SEPTIEMBRE,Fijo,$/mes,31.43
11157, PDBT,GUERRERO,TECPAN DE GALEANA,CENTRO SUR,2022,SEPTIEMBRE,Variable(Energía),$/kWh,3.726
11158, PDBT,GUERRERO,TECPAN DE GALEANA,CENTRO SUR,2022,OCTUBRE,Fijo,$/mes,31.43
11159, PDBT,GUERRERO,TECPAN DE GALEANA,CENTRO SUR,2022,OCTUBRE,Variable(Energía),$/kWh,3.734
11160, PDBT,GUERRERO,TELOLOAPAN,CENTRO SUR,2022,ENERO,Fijo,$/mes,31.43
11161, PDBT,GUERRERO,TELOLOAPAN,CENTRO SUR,2022,ENERO,Variable(Energía),$/kWh,3.587
11162, PDBT,GUERRERO,TELOLOAPAN,CENTRO SUR,2022,FEBRERO,Fijo,$/mes,31.43
11163, PDBT,GUERRERO,TELOLOAPAN,CENTRO SUR,2022,FEBRERO,Variable(Energía),$/kWh,3.604
11164, PDBT,GUERRERO,TELOLOAPAN,CENTRO SUR,2022,MARZO,Fijo,$/mes,31.43
11165, PDBT,GUERRERO,TELOLOAPAN,CENTRO SUR,2022,MARZO,Variable(Energía),$/kWh,3.604
11166, PDBT,GUERRERO,TELOLOAPAN,CENTRO SUR,2022,ABRIL,Fijo,$/mes,31.43
11167, PDBT,GUERRERO,TELOLOAPAN,CENTRO SUR,2022,ABRIL,Variable(Energía),$/kWh,3.663
11168, PDBT,GUERRERO,TELOLOAPAN,CENTRO SUR,2022,MAYO,Fijo,$/mes,31.43
11169, PDBT,GUERRERO,TELOLOAPAN,CENTRO SUR,2022,MAYO,Variable(Energía),$/kWh,3.710
11170, PDBT,GUERRERO,TELOLOAPAN,CENTRO SUR,2022,JUNIO,Fijo,$/mes,31.43
11171, PDBT,GUERRERO,TELOLOAPAN,CENTRO SUR,2022,JUNIO,Variable(Energía),$/kWh,3.645
11172, PDBT,GUERRERO,TELOLOAPAN,CENTRO SUR,2022,JULIO,Fijo,$/mes,31.43
11173, PDBT,GUERRERO,TELOLOAPAN,CENTRO SUR,2022,JULIO,Variable(Energía),$/kWh,3.703
11174, PDBT,GUERRERO,TELOLOAPAN,CENTRO SUR,2022,AGOSTO,Fijo,$/mes,31.43
11175, PDBT,GUERRERO,TELOLOAPAN,CENTRO SUR,2022,AGOSTO,Variable(Energía),$/kWh,3.715
11176, PDBT,GUERRERO,TELOLOAPAN,CENTRO SUR,2022,SEPTIEMBRE,Fijo,$/mes,31.43
11177, PDBT,GUERRERO,TELOLOAPAN,CENTRO SUR,2022,SEPTIEMBRE,Variable(Energía),$/kWh,3.726
11178, PDBT,GUERRERO,TELOLOAPAN,CENTRO SUR,2022,OCTUBRE,Fijo,$/mes,31.43
11179, PDBT,GUERRERO,TELOLOAPAN,CENTRO SUR,2022,OCTUBRE,Variable(Energía),$/kWh,3.734
11180, PDBT,GUERRERO,TEPECOACUILCO DE TRUJANO,CENTRO SUR,2022,ENERO,Fijo,$/mes,31.43
11181, PDBT,GUERRERO,TEPECOACUILCO DE TRUJANO,CENTRO SUR,2022,ENERO,Variable(Energía),$/kWh,3.587
11182, PDBT,GUERRERO,TEPECOACUILCO DE TRUJANO,CENTRO SUR,2022,FEBRERO,Fijo,$/mes,31.43
11183, PDBT,GUERRERO,TEPECOACUILCO DE TRUJANO,CENTRO SUR,2022,FEBRERO,Variable(Energía),$/kWh,3.604
11184, PDBT,GUERRERO,TEPECOACUILCO DE TRUJANO,CENTRO SUR,2022,MARZO,Fijo,$/mes,31.43
11185, PDBT,GUERRERO,TEPECOACUILCO DE TRUJANO,CENTRO SUR,2022,MARZO,Variable(Energía),$/kWh,3.604
11186, PDBT,GUERRERO,TEPECOACUILCO DE TRUJANO,CENTRO SUR,2022,ABRIL,Fijo,$/mes,31.43
11187, PDBT,GUERRERO,TEPECOACUILCO DE TRUJANO,CENTRO SUR,2022,ABRIL,Variable(Energía),$/kWh,3.663
11188, PDBT,GUERRERO,TEPECOACUILCO DE TRUJANO,CENTRO SUR,2022,MAYO,Fijo,$/mes,31.43
11189, PDBT,GUERRERO,TEPECOACUILCO DE TRUJANO,CENTRO SUR,2022,MAYO,Variable(Energía),$/kWh,3.710
11190, PDBT,GUERRERO,TEPECOACUILCO DE TRUJANO,CENTRO SUR,2022,JUNIO,Fijo,$/mes,31.43
11191, PDBT,GUERRERO,TEPECOACUILCO DE TRUJANO,CENTRO SUR,2022,JUNIO,Variable(Energía),$/kWh,3.645
11192, PDBT,GUERRERO,TEPECOACUILCO DE TRUJANO,CENTRO SUR,2022,JULIO,Fijo,$/mes,31.43
11193, PDBT,GUERRERO,TEPECOACUILCO DE TRUJANO,CENTRO SUR,2022,JULIO,Variable(Energía),$/kWh,3.703
11194, PDBT,GUERRERO,TEPECOACUILCO DE TRUJANO,CENTRO SUR,2022,AGOSTO,Fijo,$/mes,31.43
11195, PDBT,GUERRERO,TEPECOACUILCO DE TRUJANO,CENTRO SUR,2022,AGOSTO,Variable(Energía),$/kWh,3.715
11196, PDBT,GUERRERO,TEPECOACUILCO DE TRUJANO,CENTRO SUR,2022,SEPTIEMBRE,Fijo,$/mes,31.43
11197, PDBT,GUERRERO,TEPECOACUILCO DE TRUJANO,CENTRO SUR,2022,SEPTIEMBRE,Variable(Energía),$/kWh,3.726
11198, PDBT,GUERRERO,TEPECOACUILCO DE TRUJANO,CENTRO SUR,2022,OCTUBRE,Fijo,$/mes,31.43
11199, PDBT,GUERRERO,TEPECOACUILCO DE TRUJANO,CENTRO SUR,2022,OCTUBRE,Variable(Energía),$/kWh,3.734
11200, PDBT,GUERRERO,TETIPAC,CENTRO SUR,2022,ENERO,Fijo,$/mes,31.43
11201, PDBT,GUERRERO,TETIPAC,CENTRO SUR,2022,ENERO,Variable(Energía),$/kWh,3.587
11202, PDBT,GUERRERO,TETIPAC,CENTRO SUR,2022,FEBRERO,Fijo,$/mes,31.43
11203, PDBT,GUERRERO,TETIPAC,CENTRO SUR,2022,FEBRERO,Variable(Energía),$/kWh,3.604
11204, PDBT,GUERRERO,TETIPAC,CENTRO SUR,2022,MARZO,Fijo,$/mes,31.43
11205, PDBT,GUERRERO,TETIPAC,CENTRO SUR,2022,MARZO,Variable(Energía),$/kWh,3.604
11206, PDBT,GUERRERO,TETIPAC,CENTRO SUR,2022,ABRIL,Fijo,$/mes,31.43
11207, PDBT,GUERRERO,TETIPAC,CENTRO SUR,2022,ABRIL,Variable(Energía),$/kWh,3.663
11208, PDBT,GUERRERO,TETIPAC,CENTRO SUR,2022,MAYO,Fijo,$/mes,31.43
11209, PDBT,GUERRERO,TETIPAC,CENTRO SUR,2022,MAYO,Variable(Energía),$/kWh,3.710
11210, PDBT,GUERRERO,TETIPAC,CENTRO SUR,2022,JUNIO,Fijo,$/mes,31.43
11211, PDBT,GUERRERO,TETIPAC,CENTRO SUR,2022,JUNIO,Variable(Energía),$/kWh,3.645
11212, PDBT,GUERRERO,TETIPAC,CENTRO SUR,2022,JULIO,Fijo,$/mes,31.43
11213, PDBT,GUERRERO,TETIPAC,CENTRO SUR,2022,JULIO,Variable(Energía),$/kWh,3.703
11214, PDBT,GUERRERO,TETIPAC,CENTRO SUR,2022,AGOSTO,Fijo,$/mes,31.43
11215, PDBT,GUERRERO,TETIPAC,CENTRO SUR,2022,AGOSTO,Variable(Energía),$/kWh,3.715
11216, PDBT,GUERRERO,TETIPAC,CENTRO SUR,2022,SEPTIEMBRE,Fijo,$/mes,31.43
11217, PDBT,GUERRERO,TETIPAC,CENTRO SUR,2022,SEPTIEMBRE,Variable(Energía),$/kWh,3.726
11218, PDBT,GUERRERO,TETIPAC,CENTRO SUR,2022,OCTUBRE,Fijo,$/mes,31.43
11219, PDBT,GUERRERO,TETIPAC,CENTRO SUR,2022,OCTUBRE,Variable(Energía),$/kWh,3.734
11220, PDBT,GUERRERO,TIXTLA DE GUERRERO,CENTRO SUR,2022,ENERO,Fijo,$/mes,31.43
11221, PDBT,GUERRERO,TIXTLA DE GUERRERO,CENTRO SUR,2022,ENERO,Variable(Energía),$/kWh,3.587
11222, PDBT,GUERRERO,TIXTLA DE GUERRERO,CENTRO SUR,2022,FEBRERO,Fijo,$/mes,31.43
11223, PDBT,GUERRERO,TIXTLA DE GUERRERO,CENTRO SUR,2022,FEBRERO,Variable(Energía),$/kWh,3.604
11224, PDBT,GUERRERO,TIXTLA DE GUERRERO,CENTRO SUR,2022,MARZO,Fijo,$/mes,31.43
11225, PDBT,GUERRERO,TIXTLA DE GUERRERO,CENTRO SUR,2022,MARZO,Variable(Energía),$/kWh,3.604
11226, PDBT,GUERRERO,TIXTLA DE GUERRERO,CENTRO SUR,2022,ABRIL,Fijo,$/mes,31.43
11227, PDBT,GUERRERO,TIXTLA DE GUERRERO,CENTRO SUR,2022,ABRIL,Variable(Energía),$/kWh,3.663
11228, PDBT,GUERRERO,TIXTLA DE GUERRERO,CENTRO SUR,2022,MAYO,Fijo,$/mes,31.43
11229, PDBT,GUERRERO,TIXTLA DE GUERRERO,CENTRO SUR,2022,MAYO,Variable(Energía),$/kWh,3.710
11230, PDBT,GUERRERO,TIXTLA DE GUERRERO,CENTRO SUR,2022,JUNIO,Fijo,$/mes,31.43
11231, PDBT,GUERRERO,TIXTLA DE GUERRERO,CENTRO SUR,2022,JUNIO,Variable(Energía),$/kWh,3.645
11232, PDBT,GUERRERO,TIXTLA DE GUERRERO,CENTRO SUR,2022,JULIO,Fijo,$/mes,31.43
11233, PDBT,GUERRERO,TIXTLA DE GUERRERO,CENTRO SUR,2022,JULIO,Variable(Energía),$/kWh,3.703
11234, PDBT,GUERRERO,TIXTLA DE GUERRERO,CENTRO SUR,2022,AGOSTO,Fijo,$/mes,31.43
11235, PDBT,GUERRERO,TIXTLA DE GUERRERO,CENTRO SUR,2022,AGOSTO,Variable(Energía),$/kWh,3.715
11236, PDBT,GUERRERO,TIXTLA DE GUERRERO,CENTRO SUR,2022,SEPTIEMBRE,Fijo,$/mes,31.43
11237, PDBT,GUERRERO,TIXTLA DE GUERRERO,CENTRO SUR,2022,SEPTIEMBRE,Variable(Energía),$/kWh,3.726
11238, PDBT,GUERRERO,TIXTLA DE GUERRERO,CENTRO SUR,2022,OCTUBRE,Fijo,$/mes,31.43
11239, PDBT,GUERRERO,TIXTLA DE GUERRERO,CENTRO SUR,2022,OCTUBRE,Variable(Energía),$/kWh,3.734
11240, PDBT,GUERRERO,TLACOACHISTLAHUACA,CENTRO SUR,2022,ENERO,Fijo,$/mes,31.43
11241, PDBT,GUERRERO,TLACOACHISTLAHUACA,CENTRO SUR,2022,ENERO,Variable(Energía),$/kWh,3.587
11242, PDBT,GUERRERO,TLACOACHISTLAHUACA,CENTRO SUR,2022,FEBRERO,Fijo,$/mes,31.43
11243, PDBT,GUERRERO,TLACOACHISTLAHUACA,CENTRO SUR,2022,FEBRERO,Variable(Energía),$/kWh,3.604
11244, PDBT,GUERRERO,TLACOACHISTLAHUACA,CENTRO SUR,2022,MARZO,Fijo,$/mes,31.43
11245, PDBT,GUERRERO,TLACOACHISTLAHUACA,CENTRO SUR,2022,MARZO,Variable(Energía),$/kWh,3.604
11246, PDBT,GUERRERO,TLACOACHISTLAHUACA,CENTRO SUR,2022,ABRIL,Fijo,$/mes,31.43
11247, PDBT,GUERRERO,TLACOACHISTLAHUACA,CENTRO SUR,2022,ABRIL,Variable(Energía),$/kWh,3.663
11248, PDBT,GUERRERO,TLACOACHISTLAHUACA,CENTRO SUR,2022,MAYO,Fijo,$/mes,31.43
11249, PDBT,GUERRERO,TLACOACHISTLAHUACA,CENTRO SUR,2022,MAYO,Variable(Energía),$/kWh,3.710
11250, PDBT,GUERRERO,TLACOACHISTLAHUACA,CENTRO SUR,2022,JUNIO,Fijo,$/mes,31.43
11251, PDBT,GUERRERO,TLACOACHISTLAHUACA,CENTRO SUR,2022,JUNIO,Variable(Energía),$/kWh,3.645
11252, PDBT,GUERRERO,TLACOACHISTLAHUACA,CENTRO SUR,2022,JULIO,Fijo,$/mes,31.43
11253, PDBT,GUERRERO,TLACOACHISTLAHUACA,CENTRO SUR,2022,JULIO,Variable(Energía),$/kWh,3.703
11254, PDBT,GUERRERO,TLACOACHISTLAHUACA,CENTRO SUR,2022,AGOSTO,Fijo,$/mes,31.43
11255, PDBT,GUERRERO,TLACOACHISTLAHUACA,CENTRO SUR,2022,AGOSTO,Variable(Energía),$/kWh,3.715
11256, PDBT,GUERRERO,TLACOACHISTLAHUACA,CENTRO SUR,2022,SEPTIEMBRE,Fijo,$/mes,31.43
11257, PDBT,GUERRERO,TLACOACHISTLAHUACA,CENTRO SUR,2022,SEPTIEMBRE,Variable(Energía),$/kWh,3.726
11258, PDBT,GUERRERO,TLACOACHISTLAHUACA,CENTRO SUR,2022,OCTUBRE,Fijo,$/mes,31.43
11259, PDBT,GUERRERO,TLACOACHISTLAHUACA,CENTRO SUR,2022,OCTUBRE,Variable(Energía),$/kWh,3.734
11260, PDBT,GUERRERO,TLACOAPA,CENTRO SUR,2022,ENERO,Fijo,$/mes,31.43
11261, PDBT,GUERRERO,TLACOAPA,CENTRO SUR,2022,ENERO,Variable(Energía),$/kWh,3.587
11262, PDBT,GUERRERO,TLACOAPA,CENTRO SUR,2022,FEBRERO,Fijo,$/mes,31.43
11263, PDBT,GUERRERO,TLACOAPA,CENTRO SUR,2022,FEBRERO,Variable(Energía),$/kWh,3.604
11264, PDBT,GUERRERO,TLACOAPA,CENTRO SUR,2022,MARZO,Fijo,$/mes,31.43
11265, PDBT,GUERRERO,TLACOAPA,CENTRO SUR,2022,MARZO,Variable(Energía),$/kWh,3.604
11266, PDBT,GUERRERO,TLACOAPA,CENTRO SUR,2022,ABRIL,Fijo,$/mes,31.43
11267, PDBT,GUERRERO,TLACOAPA,CENTRO SUR,2022,ABRIL,Variable(Energía),$/kWh,3.663
11268, PDBT,GUERRERO,TLACOAPA,CENTRO SUR,2022,MAYO,Fijo,$/mes,31.43
11269, PDBT,GUERRERO,TLACOAPA,CENTRO SUR,2022,MAYO,Variable(Energía),$/kWh,3.710
11270, PDBT,GUERRERO,TLACOAPA,CENTRO SUR,2022,JUNIO,Fijo,$/mes,31.43
11271, PDBT,GUERRERO,TLACOAPA,CENTRO SUR,2022,JUNIO,Variable(Energía),$/kWh,3.645
11272, PDBT,GUERRERO,TLACOAPA,CENTRO SUR,2022,JULIO,Fijo,$/mes,31.43
11273, PDBT,GUERRERO,TLACOAPA,CENTRO SUR,2022,JULIO,Variable(Energía),$/kWh,3.703
11274, PDBT,GUERRERO,TLACOAPA,CENTRO SUR,2022,AGOSTO,Fijo,$/mes,31.43
11275, PDBT,GUERRERO,TLACOAPA,CENTRO SUR,2022,AGOSTO,Variable(Energía),$/kWh,3.715
11276, PDBT,GUERRERO,TLACOAPA,CENTRO SUR,2022,SEPTIEMBRE,Fijo,$/mes,31.43
11277, PDBT,GUERRERO,TLACOAPA,CENTRO SUR,2022,SEPTIEMBRE,Variable(Energía),$/kWh,3.726
11278, PDBT,GUERRERO,TLACOAPA,CENTRO SUR,2022,OCTUBRE,Fijo,$/mes,31.43
11279, PDBT,GUERRERO,TLACOAPA,CENTRO SUR,2022,OCTUBRE,Variable(Energía),$/kWh,3.734
11280, PDBT,GUERRERO,TLALCHAPA,CENTRO SUR,2022,ENERO,Fijo,$/mes,31.43
11281, PDBT,GUERRERO,TLALCHAPA,CENTRO SUR,2022,ENERO,Variable(Energía),$/kWh,3.587
11282, PDBT,GUERRERO,TLALCHAPA,CENTRO SUR,2022,FEBRERO,Fijo,$/mes,31.43
11283, PDBT,GUERRERO,TLALCHAPA,CENTRO SUR,2022,FEBRERO,Variable(Energía),$/kWh,3.604
11284, PDBT,GUERRERO,TLALCHAPA,CENTRO SUR,2022,MARZO,Fijo,$/mes,31.43
11285, PDBT,GUERRERO,TLALCHAPA,CENTRO SUR,2022,MARZO,Variable(Energía),$/kWh,3.604
11286, PDBT,GUERRERO,TLALCHAPA,CENTRO SUR,2022,ABRIL,Fijo,$/mes,31.43
11287, PDBT,GUERRERO,TLALCHAPA,CENTRO SUR,2022,ABRIL,Variable(Energía),$/kWh,3.663
11288, PDBT,GUERRERO,TLALCHAPA,CENTRO SUR,2022,MAYO,Fijo,$/mes,31.43
11289, PDBT,GUERRERO,TLALCHAPA,CENTRO SUR,2022,MAYO,Variable(Energía),$/kWh,3.710
11290, PDBT,GUERRERO,TLALCHAPA,CENTRO SUR,2022,JUNIO,Fijo,$/mes,31.43
11291, PDBT,GUERRERO,TLALCHAPA,CENTRO SUR,2022,JUNIO,Variable(Energía),$/kWh,3.645
11292, PDBT,GUERRERO,TLALCHAPA,CENTRO SUR,2022,JULIO,Fijo,$/mes,31.43
11293, PDBT,GUERRERO,TLALCHAPA,CENTRO SUR,2022,JULIO,Variable(Energía),$/kWh,3.703
11294, PDBT,GUERRERO,TLALCHAPA,CENTRO SUR,2022,AGOSTO,Fijo,$/mes,31.43
11295, PDBT,GUERRERO,TLALCHAPA,CENTRO SUR,2022,AGOSTO,Variable(Energía),$/kWh,3.715
11296, PDBT,GUERRERO,TLALCHAPA,CENTRO SUR,2022,SEPTIEMBRE,Fijo,$/mes,31.43
11297, PDBT,GUERRERO,TLALCHAPA,CENTRO SUR,2022,SEPTIEMBRE,Variable(Energía),$/kWh,3.726
11298, PDBT,GUERRERO,TLALCHAPA,CENTRO SUR,2022,OCTUBRE,Fijo,$/mes,31.43
11299, PDBT,GUERRERO,TLALCHAPA,CENTRO SUR,2022,OCTUBRE,Variable(Energía),$/kWh,3.734
11300, PDBT,GUERRERO,TLALIXTAQUILLA DE MALDONADO,CENTRO SUR,2022,ENERO,Fijo,$/mes,31.43
11301, PDBT,GUERRERO,TLALIXTAQUILLA DE MALDONADO,CENTRO SUR,2022,ENERO,Variable(Energía),$/kWh,3.587
11302, PDBT,GUERRERO,TLALIXTAQUILLA DE MALDONADO,CENTRO SUR,2022,FEBRERO,Fijo,$/mes,31.43
11303, PDBT,GUERRERO,TLALIXTAQUILLA DE MALDONADO,CENTRO SUR,2022,FEBRERO,Variable(Energía),$/kWh,3.604
11304, PDBT,GUERRERO,TLALIXTAQUILLA DE MALDONADO,CENTRO SUR,2022,MARZO,Fijo,$/mes,31.43
11305, PDBT,GUERRERO,TLALIXTAQUILLA DE MALDONADO,CENTRO SUR,2022,MARZO,Variable(Energía),$/kWh,3.604
11306, PDBT,GUERRERO,TLALIXTAQUILLA DE MALDONADO,CENTRO SUR,2022,ABRIL,Fijo,$/mes,31.43
11307, PDBT,GUERRERO,TLALIXTAQUILLA DE MALDONADO,CENTRO SUR,2022,ABRIL,Variable(Energía),$/kWh,3.663
11308, PDBT,GUERRERO,TLALIXTAQUILLA DE MALDONADO,CENTRO SUR,2022,MAYO,Fijo,$/mes,31.43
11309, PDBT,GUERRERO,TLALIXTAQUILLA DE MALDONADO,CENTRO SUR,2022,MAYO,Variable(Energía),$/kWh,3.710
11310, PDBT,GUERRERO,TLALIXTAQUILLA DE MALDONADO,CENTRO SUR,2022,JUNIO,Fijo,$/mes,31.43
11311, PDBT,GUERRERO,TLALIXTAQUILLA DE MALDONADO,CENTRO SUR,2022,JUNIO,Variable(Energía),$/kWh,3.645
11312, PDBT,GUERRERO,TLALIXTAQUILLA DE MALDONADO,CENTRO SUR,2022,JULIO,Fijo,$/mes,31.43
11313, PDBT,GUERRERO,TLALIXTAQUILLA DE MALDONADO,CENTRO SUR,2022,JULIO,Variable(Energía),$/kWh,3.703
11314, PDBT,GUERRERO,TLALIXTAQUILLA DE MALDONADO,CENTRO SUR,2022,AGOSTO,Fijo,$/mes,31.43
11315, PDBT,GUERRERO,TLALIXTAQUILLA DE MALDONADO,CENTRO SUR,2022,AGOSTO,Variable(Energía),$/kWh,3.715
11316, PDBT,GUERRERO,TLALIXTAQUILLA DE MALDONADO,CENTRO SUR,2022,SEPTIEMBRE,Fijo,$/mes,31.43
11317, PDBT,GUERRERO,TLALIXTAQUILLA DE MALDONADO,CENTRO SUR,2022,SEPTIEMBRE,Variable(Energía),$/kWh,3.726
11318, PDBT,GUERRERO,TLALIXTAQUILLA DE MALDONADO,CENTRO SUR,2022,OCTUBRE,Fijo,$/mes,31.43
11319, PDBT,GUERRERO,TLALIXTAQUILLA DE MALDONADO,CENTRO SUR,2022,OCTUBRE,Variable(Energía),$/kWh,3.734
11320, PDBT,GUERRERO,TLAPA DE COMONFORT,CENTRO SUR,2022,ENERO,Fijo,$/mes,31.43
11321, PDBT,GUERRERO,TLAPA DE COMONFORT,CENTRO SUR,2022,ENERO,Variable(Energía),$/kWh,3.587
11322, PDBT,GUERRERO,TLAPA DE COMONFORT,CENTRO SUR,2022,FEBRERO,Fijo,$/mes,31.43
11323, PDBT,GUERRERO,TLAPA DE COMONFORT,CENTRO SUR,2022,FEBRERO,Variable(Energía),$/kWh,3.604
11324, PDBT,GUERRERO,TLAPA DE COMONFORT,CENTRO SUR,2022,MARZO,Fijo,$/mes,31.43
11325, PDBT,GUERRERO,TLAPA DE COMONFORT,CENTRO SUR,2022,MARZO,Variable(Energía),$/kWh,3.604
11326, PDBT,GUERRERO,TLAPA DE COMONFORT,CENTRO SUR,2022,ABRIL,Fijo,$/mes,31.43
11327, PDBT,GUERRERO,TLAPA DE COMONFORT,CENTRO SUR,2022,ABRIL,Variable(Energía),$/kWh,3.663
11328, PDBT,GUERRERO,TLAPA DE COMONFORT,CENTRO SUR,2022,MAYO,Fijo,$/mes,31.43
11329, PDBT,GUERRERO,TLAPA DE COMONFORT,CENTRO SUR,2022,MAYO,Variable(Energía),$/kWh,3.710
11330, PDBT,GUERRERO,TLAPA DE COMONFORT,CENTRO SUR,2022,JUNIO,Fijo,$/mes,31.43
11331, PDBT,GUERRERO,TLAPA DE COMONFORT,CENTRO SUR,2022,JUNIO,Variable(Energía),$/kWh,3.645
11332, PDBT,GUERRERO,TLAPA DE COMONFORT,CENTRO SUR,2022,JULIO,Fijo,$/mes,31.43
11333, PDBT,GUERRERO,TLAPA DE COMONFORT,CENTRO SUR,2022,JULIO,Variable(Energía),$/kWh,3.703
11334, PDBT,GUERRERO,TLAPA DE COMONFORT,CENTRO SUR,2022,AGOSTO,Fijo,$/mes,31.43
11335, PDBT,GUERRERO,TLAPA DE COMONFORT,CENTRO SUR,2022,AGOSTO,Variable(Energía),$/kWh,3.715
11336, PDBT,GUERRERO,TLAPA DE COMONFORT,CENTRO SUR,2022,SEPTIEMBRE,Fijo,$/mes,31.43
11337, PDBT,GUERRERO,TLAPA DE COMONFORT,CENTRO SUR,2022,SEPTIEMBRE,Variable(Energía),$/kWh,3.726
11338, PDBT,GUERRERO,TLAPA DE COMONFORT,CENTRO SUR,2022,OCTUBRE,Fijo,$/mes,31.43
11339, PDBT,GUERRERO,TLAPA DE COMONFORT,CENTRO SUR,2022,OCTUBRE,Variable(Energía),$/kWh,3.734
11340, PDBT,GUERRERO,TLAPEHUALA,CENTRO SUR,2022,ENERO,Fijo,$/mes,31.43
11341, PDBT,GUERRERO,TLAPEHUALA,CENTRO SUR,2022,ENERO,Variable(Energía),$/kWh,3.587
11342, PDBT,GUERRERO,TLAPEHUALA,CENTRO SUR,2022,FEBRERO,Fijo,$/mes,31.43
11343, PDBT,GUERRERO,TLAPEHUALA,CENTRO SUR,2022,FEBRERO,Variable(Energía),$/kWh,3.604
11344, PDBT,GUERRERO,TLAPEHUALA,CENTRO SUR,2022,MARZO,Fijo,$/mes,31.43
11345, PDBT,GUERRERO,TLAPEHUALA,CENTRO SUR,2022,MARZO,Variable(Energía),$/kWh,3.604
11346, PDBT,GUERRERO,TLAPEHUALA,CENTRO SUR,2022,ABRIL,Fijo,$/mes,31.43
