,Tarifa,Estado,Municipio,Division,Anio,Mes,Cargo,Unidades,Costo
14686, PDBT,JALISCO,MEZQUITIC,BAJÍO,2022,ABRIL,Fijo,$/mes,27.78
14687, PDBT,JALISCO,MEZQUITIC,BAJÍO,2022,ABRIL,Variable(Energía),$/kWh,3.699
14688, PDBT,JALISCO,MEZQUITIC,BAJÍO,2022,MAYO,Fijo,$/mes,27.78
14689, PDBT,JALISCO,MEZQUITIC,BAJÍO,2022,MAYO,Variable(Energía),$/kWh,3.755
14690, PDBT,JALISCO,MEZQUITIC,BAJÍO,2022,JUNIO,Fijo,$/mes,27.78
14691, PDBT,JALISCO,MEZQUITIC,BAJÍO,2022,JUNIO,Variable(Energía),$/kWh,3.676
14692, PDBT,JALISCO,MEZQUITIC,BAJÍO,2022,JULIO,Fijo,$/mes,27.78
14693, PDBT,JALISCO,MEZQUITIC,BAJÍO,2022,JULIO,Variable(Energía),$/kWh,3.746
14694, PDBT,JALISCO,MEZQUITIC,BAJÍO,2022,AGOSTO,Fijo,$/mes,27.78
14695, PDBT,JALISCO,MEZQUITIC,BAJÍO,2022,AGOSTO,Variable(Energía),$/kWh,3.761
14696, PDBT,JALISCO,MEZQUITIC,BAJÍO,2022,SEPTIEMBRE,Fijo,$/mes,27.78
14697, PDBT,JALISCO,MEZQUITIC,BAJÍO,2022,SEPTIEMBRE,Variable(Energía),$/kWh,3.776
14698, PDBT,JALISCO,MEZQUITIC,BAJÍO,2022,OCTUBRE,Fijo,$/mes,27.78
14699, PDBT,JALISCO,MEZQUITIC,BAJÍO,2022,OCTUBRE,Variable(Energía),$/kWh,3.786
14700, PDBT,JALISCO,MEZQUITIC,JALISCO,2022,ENERO,Fijo,$/mes,33.34
14701, PDBT,JALISCO,MEZQUITIC,JALISCO,2022,ENERO,Variable(Energía),$/kWh,4.172
14702, PDBT,JALISCO,MEZQUITIC,JALISCO,2022,FEBRERO,Fijo,$/mes,33.34
14703, PDBT,JALISCO,MEZQUITIC,JALISCO,2022,FEBRERO,Variable(Energía),$/kWh,4.194
14704, PDBT,JALISCO,MEZQUITIC,JALISCO,2022,MARZO,Fijo,$/mes,33.34
14705, PDBT,JALISCO,MEZQUITIC,JALISCO,2022,MARZO,Variable(Energía),$/kWh,4.194
14706, PDBT,JALISCO,MEZQUITIC,JALISCO,2022,ABRIL,Fijo,$/mes,33.34
14707, PDBT,JALISCO,MEZQUITIC,JALISCO,2022,ABRIL,Variable(Energía),$/kWh,4.270
14708, PDBT,JALISCO,MEZQUITIC,JALISCO,2022,MAYO,Fijo,$/mes,33.34
14709, PDBT,JALISCO,MEZQUITIC,JALISCO,2022,MAYO,Variable(Energía),$/kWh,4.329
14710, PDBT,JALISCO,MEZQUITIC,JALISCO,2022,JUNIO,Fijo,$/mes,33.34
14711, PDBT,JALISCO,MEZQUITIC,JALISCO,2022,JUNIO,Variable(Energía),$/kWh,4.245
14712, PDBT,JALISCO,MEZQUITIC,JALISCO,2022,JULIO,Fijo,$/mes,33.34
14713, PDBT,JALISCO,MEZQUITIC,JALISCO,2022,JULIO,Variable(Energía),$/kWh,4.320
14714, PDBT,JALISCO,MEZQUITIC,JALISCO,2022,AGOSTO,Fijo,$/mes,33.34
14715, PDBT,JALISCO,MEZQUITIC,JALISCO,2022,AGOSTO,Variable(Energía),$/kWh,4.336
14716, PDBT,JALISCO,MEZQUITIC,JALISCO,2022,SEPTIEMBRE,Fijo,$/mes,33.34
14717, PDBT,JALISCO,MEZQUITIC,JALISCO,2022,SEPTIEMBRE,Variable(Energía),$/kWh,4.350
14718, PDBT,JALISCO,MEZQUITIC,JALISCO,2022,OCTUBRE,Fijo,$/mes,33.34
14719, PDBT,JALISCO,MEZQUITIC,JALISCO,2022,OCTUBRE,Variable(Energía),$/kWh,4.362
14720, PDBT,JALISCO,MIXTLAN,JALISCO,2022,ENERO,Fijo,$/mes,33.34
14721, PDBT,JALISCO,MIXTLAN,JALISCO,2022,ENERO,Variable(Energía),$/kWh,4.172
14722, PDBT,JALISCO,MIXTLAN,JALISCO,2022,FEBRERO,Fijo,$/mes,33.34
14723, PDBT,JALISCO,MIXTLAN,JALISCO,2022,FEBRERO,Variable(Energía),$/kWh,4.194
14724, PDBT,JALISCO,MIXTLAN,JALISCO,2022,MARZO,Fijo,$/mes,33.34
14725, PDBT,JALISCO,MIXTLAN,JALISCO,2022,MARZO,Variable(Energía),$/kWh,4.194
14726, PDBT,JALISCO,MIXTLAN,JALISCO,2022,ABRIL,Fijo,$/mes,33.34
14727, PDBT,JALISCO,MIXTLAN,JALISCO,2022,ABRIL,Variable(Energía),$/kWh,4.270
14728, PDBT,JALISCO,MIXTLAN,JALISCO,2022,MAYO,Fijo,$/mes,33.34
14729, PDBT,JALISCO,MIXTLAN,JALISCO,2022,MAYO,Variable(Energía),$/kWh,4.329
14730, PDBT,JALISCO,MIXTLAN,JALISCO,2022,JUNIO,Fijo,$/mes,33.34
14731, PDBT,JALISCO,MIXTLAN,JALISCO,2022,JUNIO,Variable(Energía),$/kWh,4.245
14732, PDBT,JALISCO,MIXTLAN,JALISCO,2022,JULIO,Fijo,$/mes,33.34
14733, PDBT,JALISCO,MIXTLAN,JALISCO,2022,JULIO,Variable(Energía),$/kWh,4.320
14734, PDBT,JALISCO,MIXTLAN,JALISCO,2022,AGOSTO,Fijo,$/mes,33.34
14735, PDBT,JALISCO,MIXTLAN,JALISCO,2022,AGOSTO,Variable(Energía),$/kWh,4.336
14736, PDBT,JALISCO,MIXTLAN,JALISCO,2022,SEPTIEMBRE,Fijo,$/mes,33.34
14737, PDBT,JALISCO,MIXTLAN,JALISCO,2022,SEPTIEMBRE,Variable(Energía),$/kWh,4.350
14738, PDBT,JALISCO,MIXTLAN,JALISCO,2022,OCTUBRE,Fijo,$/mes,33.34
14739, PDBT,JALISCO,MIXTLAN,JALISCO,2022,OCTUBRE,Variable(Energía),$/kWh,4.362
14740, PDBT,JALISCO,OCOTLAN,JALISCO,2022,ENERO,Fijo,$/mes,33.34
14741, PDBT,JALISCO,OCOTLAN,JALISCO,2022,ENERO,Variable(Energía),$/kWh,4.172
14742, PDBT,JALISCO,OCOTLAN,JALISCO,2022,FEBRERO,Fijo,$/mes,33.34
14743, PDBT,JALISCO,OCOTLAN,JALISCO,2022,FEBRERO,Variable(Energía),$/kWh,4.194
14744, PDBT,JALISCO,OCOTLAN,JALISCO,2022,MARZO,Fijo,$/mes,33.34
14745, PDBT,JALISCO,OCOTLAN,JALISCO,2022,MARZO,Variable(Energía),$/kWh,4.194
14746, PDBT,JALISCO,OCOTLAN,JALISCO,2022,ABRIL,Fijo,$/mes,33.34
14747, PDBT,JALISCO,OCOTLAN,JALISCO,2022,ABRIL,Variable(Energía),$/kWh,4.270
14748, PDBT,JALISCO,OCOTLAN,JALISCO,2022,MAYO,Fijo,$/mes,33.34
14749, PDBT,JALISCO,OCOTLAN,JALISCO,2022,MAYO,Variable(Energía),$/kWh,4.329
14750, PDBT,JALISCO,OCOTLAN,JALISCO,2022,JUNIO,Fijo,$/mes,33.34
14751, PDBT,JALISCO,OCOTLAN,JALISCO,2022,JUNIO,Variable(Energía),$/kWh,4.245
14752, PDBT,JALISCO,OCOTLAN,JALISCO,2022,JULIO,Fijo,$/mes,33.34
14753, PDBT,JALISCO,OCOTLAN,JALISCO,2022,JULIO,Variable(Energía),$/kWh,4.320
14754, PDBT,JALISCO,OCOTLAN,JALISCO,2022,AGOSTO,Fijo,$/mes,33.34
14755, PDBT,JALISCO,OCOTLAN,JALISCO,2022,AGOSTO,Variable(Energía),$/kWh,4.336
14756, PDBT,JALISCO,OCOTLAN,JALISCO,2022,SEPTIEMBRE,Fijo,$/mes,33.34
14757, PDBT,JALISCO,OCOTLAN,JALISCO,2022,SEPTIEMBRE,Variable(Energía),$/kWh,4.350
14758, PDBT,JALISCO,OCOTLAN,JALISCO,2022,OCTUBRE,Fijo,$/mes,33.34
14759, PDBT,JALISCO,OCOTLAN,JALISCO,2022,OCTUBRE,Variable(Energía),$/kWh,4.362
14760, PDBT,JALISCO,OJUELOS DE JALISCO,BAJÍO,2022,ENERO,Fijo,$/mes,27.78
14761, PDBT,JALISCO,OJUELOS DE JALISCO,BAJÍO,2022,ENERO,Variable(Energía),$/kWh,3.605
14762, PDBT,JALISCO,OJUELOS DE JALISCO,BAJÍO,2022,FEBRERO,Fijo,$/mes,27.78
14763, PDBT,JALISCO,OJUELOS DE JALISCO,BAJÍO,2022,FEBRERO,Variable(Energía),$/kWh,3.626
14764, PDBT,JALISCO,OJUELOS DE JALISCO,BAJÍO,2022,MARZO,Fijo,$/mes,27.78
14765, PDBT,JALISCO,OJUELOS DE JALISCO,BAJÍO,2022,MARZO,Variable(Energía),$/kWh,3.626
14766, PDBT,JALISCO,OJUELOS DE JALISCO,BAJÍO,2022,ABRIL,Fijo,$/mes,27.78
14767, PDBT,JALISCO,OJUELOS DE JALISCO,BAJÍO,2022,ABRIL,Variable(Energía),$/kWh,3.699
14768, PDBT,JALISCO,OJUELOS DE JALISCO,BAJÍO,2022,MAYO,Fijo,$/mes,27.78
14769, PDBT,JALISCO,OJUELOS DE JALISCO,BAJÍO,2022,MAYO,Variable(Energía),$/kWh,3.755
14770, PDBT,JALISCO,OJUELOS DE JALISCO,BAJÍO,2022,JUNIO,Fijo,$/mes,27.78
14771, PDBT,JALISCO,OJUELOS DE JALISCO,BAJÍO,2022,JUNIO,Variable(Energía),$/kWh,3.676
14772, PDBT,JALISCO,OJUELOS DE JALISCO,BAJÍO,2022,JULIO,Fijo,$/mes,27.78
14773, PDBT,JALISCO,OJUELOS DE JALISCO,BAJÍO,2022,JULIO,Variable(Energía),$/kWh,3.746
14774, PDBT,JALISCO,OJUELOS DE JALISCO,BAJÍO,2022,AGOSTO,Fijo,$/mes,27.78
14775, PDBT,JALISCO,OJUELOS DE JALISCO,BAJÍO,2022,AGOSTO,Variable(Energía),$/kWh,3.761
14776, PDBT,JALISCO,OJUELOS DE JALISCO,BAJÍO,2022,SEPTIEMBRE,Fijo,$/mes,27.78
14777, PDBT,JALISCO,OJUELOS DE JALISCO,BAJÍO,2022,SEPTIEMBRE,Variable(Energía),$/kWh,3.776
14778, PDBT,JALISCO,OJUELOS DE JALISCO,BAJÍO,2022,OCTUBRE,Fijo,$/mes,27.78
14779, PDBT,JALISCO,OJUELOS DE JALISCO,BAJÍO,2022,OCTUBRE,Variable(Energía),$/kWh,3.786
14780, PDBT,JALISCO,PIHUAMO,CENTRO OCCIDENTE,2022,ENERO,Fijo,$/mes,27.44
14781, PDBT,JALISCO,PIHUAMO,CENTRO OCCIDENTE,2022,ENERO,Variable(Energía),$/kWh,3.609
14782, PDBT,JALISCO,PIHUAMO,CENTRO OCCIDENTE,2022,FEBRERO,Fijo,$/mes,27.44
14783, PDBT,JALISCO,PIHUAMO,CENTRO OCCIDENTE,2022,FEBRERO,Variable(Energía),$/kWh,3.627
14784, PDBT,JALISCO,PIHUAMO,CENTRO OCCIDENTE,2022,MARZO,Fijo,$/mes,27.44
14785, PDBT,JALISCO,PIHUAMO,CENTRO OCCIDENTE,2022,MARZO,Variable(Energía),$/kWh,3.627
14786, PDBT,JALISCO,PIHUAMO,CENTRO OCCIDENTE,2022,ABRIL,Fijo,$/mes,27.44
14787, PDBT,JALISCO,PIHUAMO,CENTRO OCCIDENTE,2022,ABRIL,Variable(Energía),$/kWh,3.688
14788, PDBT,JALISCO,PIHUAMO,CENTRO OCCIDENTE,2022,MAYO,Fijo,$/mes,27.44
14789, PDBT,JALISCO,PIHUAMO,CENTRO OCCIDENTE,2022,MAYO,Variable(Energía),$/kWh,3.736
14790, PDBT,JALISCO,PIHUAMO,CENTRO OCCIDENTE,2022,JUNIO,Fijo,$/mes,27.44
14791, PDBT,JALISCO,PIHUAMO,CENTRO OCCIDENTE,2022,JUNIO,Variable(Energía),$/kWh,3.669
14792, PDBT,JALISCO,PIHUAMO,CENTRO OCCIDENTE,2022,JULIO,Fijo,$/mes,27.44
14793, PDBT,JALISCO,PIHUAMO,CENTRO OCCIDENTE,2022,JULIO,Variable(Energía),$/kWh,3.729
14794, PDBT,JALISCO,PIHUAMO,CENTRO OCCIDENTE,2022,AGOSTO,Fijo,$/mes,27.44
14795, PDBT,JALISCO,PIHUAMO,CENTRO OCCIDENTE,2022,AGOSTO,Variable(Energía),$/kWh,3.741
14796, PDBT,JALISCO,PIHUAMO,CENTRO OCCIDENTE,2022,SEPTIEMBRE,Fijo,$/mes,27.44
14797, PDBT,JALISCO,PIHUAMO,CENTRO OCCIDENTE,2022,SEPTIEMBRE,Variable(Energía),$/kWh,3.754
14798, PDBT,JALISCO,PIHUAMO,CENTRO OCCIDENTE,2022,OCTUBRE,Fijo,$/mes,27.44
14799, PDBT,JALISCO,PIHUAMO,CENTRO OCCIDENTE,2022,OCTUBRE,Variable(Energía),$/kWh,3.762
14800, PDBT,JALISCO,PONCITLAN,JALISCO,2022,ENERO,Fijo,$/mes,33.34
14801, PDBT,JALISCO,PONCITLAN,JALISCO,2022,ENERO,Variable(Energía),$/kWh,4.172
14802, PDBT,JALISCO,PONCITLAN,JALISCO,2022,FEBRERO,Fijo,$/mes,33.34
14803, PDBT,JALISCO,PONCITLAN,JALISCO,2022,FEBRERO,Variable(Energía),$/kWh,4.194
14804, PDBT,JALISCO,PONCITLAN,JALISCO,2022,MARZO,Fijo,$/mes,33.34
14805, PDBT,JALISCO,PONCITLAN,JALISCO,2022,MARZO,Variable(Energía),$/kWh,4.194
14806, PDBT,JALISCO,PONCITLAN,JALISCO,2022,ABRIL,Fijo,$/mes,33.34
14807, PDBT,JALISCO,PONCITLAN,JALISCO,2022,ABRIL,Variable(Energía),$/kWh,4.270
14808, PDBT,JALISCO,PONCITLAN,JALISCO,2022,MAYO,Fijo,$/mes,33.34
14809, PDBT,JALISCO,PONCITLAN,JALISCO,2022,MAYO,Variable(Energía),$/kWh,4.329
14810, PDBT,JALISCO,PONCITLAN,JALISCO,2022,JUNIO,Fijo,$/mes,33.34
14811, PDBT,JALISCO,PONCITLAN,JALISCO,2022,JUNIO,Variable(Energía),$/kWh,4.245
14812, PDBT,JALISCO,PONCITLAN,JALISCO,2022,JULIO,Fijo,$/mes,33.34
14813, PDBT,JALISCO,PONCITLAN,JALISCO,2022,JULIO,Variable(Energía),$/kWh,4.320
14814, PDBT,JALISCO,PONCITLAN,JALISCO,2022,AGOSTO,Fijo,$/mes,33.34
14815, PDBT,JALISCO,PONCITLAN,JALISCO,2022,AGOSTO,Variable(Energía),$/kWh,4.336
14816, PDBT,JALISCO,PONCITLAN,JALISCO,2022,SEPTIEMBRE,Fijo,$/mes,33.34
14817, PDBT,JALISCO,PONCITLAN,JALISCO,2022,SEPTIEMBRE,Variable(Energía),$/kWh,4.350
14818, PDBT,JALISCO,PONCITLAN,JALISCO,2022,OCTUBRE,Fijo,$/mes,33.34
14819, PDBT,JALISCO,PONCITLAN,JALISCO,2022,OCTUBRE,Variable(Energía),$/kWh,4.362
14820, PDBT,JALISCO,PUERTO VALLARTA,JALISCO,2022,ENERO,Fijo,$/mes,33.34
14821, PDBT,JALISCO,PUERTO VALLARTA,JALISCO,2022,ENERO,Variable(Energía),$/kWh,4.172
14822, PDBT,JALISCO,PUERTO VALLARTA,JALISCO,2022,FEBRERO,Fijo,$/mes,33.34
14823, PDBT,JALISCO,PUERTO VALLARTA,JALISCO,2022,FEBRERO,Variable(Energía),$/kWh,4.194
14824, PDBT,JALISCO,PUERTO VALLARTA,JALISCO,2022,MARZO,Fijo,$/mes,33.34
14825, PDBT,JALISCO,PUERTO VALLARTA,JALISCO,2022,MARZO,Variable(Energía),$/kWh,4.194
14826, PDBT,JALISCO,PUERTO VALLARTA,JALISCO,2022,ABRIL,Fijo,$/mes,33.34
14827, PDBT,JALISCO,PUERTO VALLARTA,JALISCO,2022,ABRIL,Variable(Energía),$/kWh,4.270
14828, PDBT,JALISCO,PUERTO VALLARTA,JALISCO,2022,MAYO,Fijo,$/mes,33.34
14829, PDBT,JALISCO,PUERTO VALLARTA,JALISCO,2022,MAYO,Variable(Energía),$/kWh,4.329
14830, PDBT,JALISCO,PUERTO VALLARTA,JALISCO,2022,JUNIO,Fijo,$/mes,33.34
14831, PDBT,JALISCO,PUERTO VALLARTA,JALISCO,2022,JUNIO,Variable(Energía),$/kWh,4.245
14832, PDBT,JALISCO,PUERTO VALLARTA,JALISCO,2022,JULIO,Fijo,$/mes,33.34
14833, PDBT,JALISCO,PUERTO VALLARTA,JALISCO,2022,JULIO,Variable(Energía),$/kWh,4.320
14834, PDBT,JALISCO,PUERTO VALLARTA,JALISCO,2022,AGOSTO,Fijo,$/mes,33.34
14835, PDBT,JALISCO,PUERTO VALLARTA,JALISCO,2022,AGOSTO,Variable(Energía),$/kWh,4.336
14836, PDBT,JALISCO,PUERTO VALLARTA,JALISCO,2022,SEPTIEMBRE,Fijo,$/mes,33.34
14837, PDBT,JALISCO,PUERTO VALLARTA,JALISCO,2022,SEPTIEMBRE,Variable(Energía),$/kWh,4.350
14838, PDBT,JALISCO,PUERTO VALLARTA,JALISCO,2022,OCTUBRE,Fijo,$/mes,33.34
14839, PDBT,JALISCO,PUERTO VALLARTA,JALISCO,2022,OCTUBRE,Variable(Energía),$/kWh,4.362
14840, PDBT,JALISCO,QUITUPAN,CENTRO OCCIDENTE,2022,ENERO,Fijo,$/mes,27.44
14841, PDBT,JALISCO,QUITUPAN,CENTRO OCCIDENTE,2022,ENERO,Variable(Energía),$/kWh,3.609
14842, PDBT,JALISCO,QUITUPAN,CENTRO OCCIDENTE,2022,FEBRERO,Fijo,$/mes,27.44
14843, PDBT,JALISCO,QUITUPAN,CENTRO OCCIDENTE,2022,FEBRERO,Variable(Energía),$/kWh,3.627
14844, PDBT,JALISCO,QUITUPAN,CENTRO OCCIDENTE,2022,MARZO,Fijo,$/mes,27.44
14845, PDBT,JALISCO,QUITUPAN,CENTRO OCCIDENTE,2022,MARZO,Variable(Energía),$/kWh,3.627
14846, PDBT,JALISCO,QUITUPAN,CENTRO OCCIDENTE,2022,ABRIL,Fijo,$/mes,27.44
14847, PDBT,JALISCO,QUITUPAN,CENTRO OCCIDENTE,2022,ABRIL,Variable(Energía),$/kWh,3.688
14848, PDBT,JALISCO,QUITUPAN,CENTRO OCCIDENTE,2022,MAYO,Fijo,$/mes,27.44
14849, PDBT,JALISCO,QUITUPAN,CENTRO OCCIDENTE,2022,MAYO,Variable(Energía),$/kWh,3.736
14850, PDBT,JALISCO,QUITUPAN,CENTRO OCCIDENTE,2022,JUNIO,Fijo,$/mes,27.44
14851, PDBT,JALISCO,QUITUPAN,CENTRO OCCIDENTE,2022,JUNIO,Variable(Energía),$/kWh,3.669
14852, PDBT,JALISCO,QUITUPAN,CENTRO OCCIDENTE,2022,JULIO,Fijo,$/mes,27.44
14853, PDBT,JALISCO,QUITUPAN,CENTRO OCCIDENTE,2022,JULIO,Variable(Energía),$/kWh,3.729
14854, PDBT,JALISCO,QUITUPAN,CENTRO OCCIDENTE,2022,AGOSTO,Fijo,$/mes,27.44
14855, PDBT,JALISCO,QUITUPAN,CENTRO OCCIDENTE,2022,AGOSTO,Variable(Energía),$/kWh,3.741
14856, PDBT,JALISCO,QUITUPAN,CENTRO OCCIDENTE,2022,SEPTIEMBRE,Fijo,$/mes,27.44
14857, PDBT,JALISCO,QUITUPAN,CENTRO OCCIDENTE,2022,SEPTIEMBRE,Variable(Energía),$/kWh,3.754
14858, PDBT,JALISCO,QUITUPAN,CENTRO OCCIDENTE,2022,OCTUBRE,Fijo,$/mes,27.44
14859, PDBT,JALISCO,QUITUPAN,CENTRO OCCIDENTE,2022,OCTUBRE,Variable(Energía),$/kWh,3.762
14860, PDBT,JALISCO,QUITUPAN,CENTRO OCCIDENTE Y JALISCO,2022,ENERO,Fijo,$/mes,27.44
14861, PDBT,JALISCO,QUITUPAN,CENTRO OCCIDENTE Y JALISCO,2022,ENERO,Variable(Energía),$/kWh,3.609
14862, PDBT,JALISCO,QUITUPAN,CENTRO OCCIDENTE Y JALISCO,2022,FEBRERO,Fijo,$/mes,27.44
14863, PDBT,JALISCO,QUITUPAN,CENTRO OCCIDENTE Y JALISCO,2022,FEBRERO,Variable(Energía),$/kWh,3.627
14864, PDBT,JALISCO,QUITUPAN,CENTRO OCCIDENTE Y JALISCO,2022,MARZO,Fijo,$/mes,27.44
14865, PDBT,JALISCO,QUITUPAN,CENTRO OCCIDENTE Y JALISCO,2022,MARZO,Variable(Energía),$/kWh,3.627
14866, PDBT,JALISCO,QUITUPAN,CENTRO OCCIDENTE Y JALISCO,2022,ABRIL,Fijo,$/mes,27.44
14867, PDBT,JALISCO,QUITUPAN,CENTRO OCCIDENTE Y JALISCO,2022,ABRIL,Variable(Energía),$/kWh,3.688
14868, PDBT,JALISCO,QUITUPAN,CENTRO OCCIDENTE Y JALISCO,2022,MAYO,Fijo,$/mes,27.44
14869, PDBT,JALISCO,QUITUPAN,CENTRO OCCIDENTE Y JALISCO,2022,MAYO,Variable(Energía),$/kWh,3.736
14870, PDBT,JALISCO,QUITUPAN,CENTRO OCCIDENTE Y JALISCO,2022,JUNIO,Fijo,$/mes,27.44
14871, PDBT,JALISCO,QUITUPAN,CENTRO OCCIDENTE Y JALISCO,2022,JUNIO,Variable(Energía),$/kWh,3.669
14872, PDBT,JALISCO,QUITUPAN,CENTRO OCCIDENTE Y JALISCO,2022,JULIO,Fijo,$/mes,27.44
14873, PDBT,JALISCO,QUITUPAN,CENTRO OCCIDENTE Y JALISCO,2022,JULIO,Variable(Energía),$/kWh,3.729
14874, PDBT,JALISCO,QUITUPAN,CENTRO OCCIDENTE Y JALISCO,2022,AGOSTO,Fijo,$/mes,27.44
14875, PDBT,JALISCO,QUITUPAN,CENTRO OCCIDENTE Y JALISCO,2022,AGOSTO,Variable(Energía),$/kWh,3.741
14876, PDBT,JALISCO,QUITUPAN,CENTRO OCCIDENTE Y JALISCO,2022,SEPTIEMBRE,Fijo,$/mes,27.44
14877, PDBT,JALISCO,QUITUPAN,CENTRO OCCIDENTE Y JALISCO,2022,SEPTIEMBRE,Variable(Energía),$/kWh,3.754
14878, PDBT,JALISCO,QUITUPAN,CENTRO OCCIDENTE Y JALISCO,2022,OCTUBRE,Fijo,$/mes,27.44
14879, PDBT,JALISCO,QUITUPAN,CENTRO OCCIDENTE Y JALISCO,2022,OCTUBRE,Variable(Energía),$/kWh,3.762
14880, PDBT,JALISCO,SAN CRISTOBAL DE LA BARRANCA,JALISCO,2022,ENERO,Fijo,$/mes,33.34
14881, PDBT,JALISCO,SAN CRISTOBAL DE LA BARRANCA,JALISCO,2022,ENERO,Variable(Energía),$/kWh,4.172
14882, PDBT,JALISCO,SAN CRISTOBAL DE LA BARRANCA,JALISCO,2022,FEBRERO,Fijo,$/mes,33.34
14883, PDBT,JALISCO,SAN CRISTOBAL DE LA BARRANCA,JALISCO,2022,FEBRERO,Variable(Energía),$/kWh,4.194
14884, PDBT,JALISCO,SAN CRISTOBAL DE LA BARRANCA,JALISCO,2022,MARZO,Fijo,$/mes,33.34
14885, PDBT,JALISCO,SAN CRISTOBAL DE LA BARRANCA,JALISCO,2022,MARZO,Variable(Energía),$/kWh,4.194
14886, PDBT,JALISCO,SAN CRISTOBAL DE LA BARRANCA,JALISCO,2022,ABRIL,Fijo,$/mes,33.34
14887, PDBT,JALISCO,SAN CRISTOBAL DE LA BARRANCA,JALISCO,2022,ABRIL,Variable(Energía),$/kWh,4.270
14888, PDBT,JALISCO,SAN CRISTOBAL DE LA BARRANCA,JALISCO,2022,MAYO,Fijo,$/mes,33.34
14889, PDBT,JALISCO,SAN CRISTOBAL DE LA BARRANCA,JALISCO,2022,MAYO,Variable(Energía),$/kWh,4.329
14890, PDBT,JALISCO,SAN CRISTOBAL DE LA BARRANCA,JALISCO,2022,JUNIO,Fijo,$/mes,33.34
14891, PDBT,JALISCO,SAN CRISTOBAL DE LA BARRANCA,JALISCO,2022,JUNIO,Variable(Energía),$/kWh,4.245
14892, PDBT,JALISCO,SAN CRISTOBAL DE LA BARRANCA,JALISCO,2022,JULIO,Fijo,$/mes,33.34
14893, PDBT,JALISCO,SAN CRISTOBAL DE LA BARRANCA,JALISCO,2022,JULIO,Variable(Energía),$/kWh,4.320
14894, PDBT,JALISCO,SAN CRISTOBAL DE LA BARRANCA,JALISCO,2022,AGOSTO,Fijo,$/mes,33.34
14895, PDBT,JALISCO,SAN CRISTOBAL DE LA BARRANCA,JALISCO,2022,AGOSTO,Variable(Energía),$/kWh,4.336
14896, PDBT,JALISCO,SAN CRISTOBAL DE LA BARRANCA,JALISCO,2022,SEPTIEMBRE,Fijo,$/mes,33.34
14897, PDBT,JALISCO,SAN CRISTOBAL DE LA BARRANCA,JALISCO,2022,SEPTIEMBRE,Variable(Energía),$/kWh,4.350
14898, PDBT,JALISCO,SAN CRISTOBAL DE LA BARRANCA,JALISCO,2022,OCTUBRE,Fijo,$/mes,33.34
14899, PDBT,JALISCO,SAN CRISTOBAL DE LA BARRANCA,JALISCO,2022,OCTUBRE,Variable(Energía),$/kWh,4.362
14900, PDBT,JALISCO,SAN DIEGO DE ALEJANDRIA,BAJÍO,2022,ENERO,Fijo,$/mes,27.78
14901, PDBT,JALISCO,SAN DIEGO DE ALEJANDRIA,BAJÍO,2022,ENERO,Variable(Energía),$/kWh,3.605
14902, PDBT,JALISCO,SAN DIEGO DE ALEJANDRIA,BAJÍO,2022,FEBRERO,Fijo,$/mes,27.78
14903, PDBT,JALISCO,SAN DIEGO DE ALEJANDRIA,BAJÍO,2022,FEBRERO,Variable(Energía),$/kWh,3.626
14904, PDBT,JALISCO,SAN DIEGO DE ALEJANDRIA,BAJÍO,2022,MARZO,Fijo,$/mes,27.78
14905, PDBT,JALISCO,SAN DIEGO DE ALEJANDRIA,BAJÍO,2022,MARZO,Variable(Energía),$/kWh,3.626
14906, PDBT,JALISCO,SAN DIEGO DE ALEJANDRIA,BAJÍO,2022,ABRIL,Fijo,$/mes,27.78
14907, PDBT,JALISCO,SAN DIEGO DE ALEJANDRIA,BAJÍO,2022,ABRIL,Variable(Energía),$/kWh,3.699
14908, PDBT,JALISCO,SAN DIEGO DE ALEJANDRIA,BAJÍO,2022,MAYO,Fijo,$/mes,27.78
14909, PDBT,JALISCO,SAN DIEGO DE ALEJANDRIA,BAJÍO,2022,MAYO,Variable(Energía),$/kWh,3.755
14910, PDBT,JALISCO,SAN DIEGO DE ALEJANDRIA,BAJÍO,2022,JUNIO,Fijo,$/mes,27.78
14911, PDBT,JALISCO,SAN DIEGO DE ALEJANDRIA,BAJÍO,2022,JUNIO,Variable(Energía),$/kWh,3.676
14912, PDBT,JALISCO,SAN DIEGO DE ALEJANDRIA,BAJÍO,2022,JULIO,Fijo,$/mes,27.78
14913, PDBT,JALISCO,SAN DIEGO DE ALEJANDRIA,BAJÍO,2022,JULIO,Variable(Energía),$/kWh,3.746
14914, PDBT,JALISCO,SAN DIEGO DE ALEJANDRIA,BAJÍO,2022,AGOSTO,Fijo,$/mes,27.78
14915, PDBT,JALISCO,SAN DIEGO DE ALEJANDRIA,BAJÍO,2022,AGOSTO,Variable(Energía),$/kWh,3.761
14916, PDBT,JALISCO,SAN DIEGO DE ALEJANDRIA,BAJÍO,2022,SEPTIEMBRE,Fijo,$/mes,27.78
14917, PDBT,JALISCO,SAN DIEGO DE ALEJANDRIA,BAJÍO,2022,SEPTIEMBRE,Variable(Energía),$/kWh,3.776
14918, PDBT,JALISCO,SAN DIEGO DE ALEJANDRIA,BAJÍO,2022,OCTUBRE,Fijo,$/mes,27.78
14919, PDBT,JALISCO,SAN DIEGO DE ALEJANDRIA,BAJÍO,2022,OCTUBRE,Variable(Energía),$/kWh,3.786
